Test Method,# configuration parameter,Configuration Key
org.apache.hadoop.yarn.api.TestPBImplRecords#testLocalResourcePBImpl,11,[yarn.ipc.record.factory.class=org.apache.hadoop.yarn.factories.impl.pb.RecordFactoryPBImpl;yarn.resourcemanager.configuration.provider-class=org.apache.hadoop.yarn.LocalConfigurationProvider;yarn.resource-types=null;yarn.resource-types.memory-mb.minimum-allocation=-1;yarn.scheduler.minimum-allocation-mb=1024;yarn.resource-types.memory-mb.maximum-allocation=-1;yarn.scheduler.maximum-allocation-mb=8192;yarn.resource-types.vcores.minimum-allocation=-1;yarn.scheduler.minimum-allocation-vcores=1;yarn.resource-types.vcores.maximum-allocation=-1;yarn.scheduler.maximum-allocation-vcores=4;]
org.apache.hadoop.yarn.nodelabels.TestNodeLabelUtil#testIsNodeAttributesEquals,1,[yarn.ipc.record.factory.class=org.apache.hadoop.yarn.factories.impl.pb.RecordFactoryPBImpl;]
org.apache.hadoop.yarn.api.TestPBImplRecords#testGetApplicationAttemptsRequestPBImpl,11,[yarn.ipc.record.factory.class=org.apache.hadoop.yarn.factories.impl.pb.RecordFactoryPBImpl;yarn.resourcemanager.configuration.provider-class=org.apache.hadoop.yarn.LocalConfigurationProvider;yarn.resource-types=null;yarn.resource-types.memory-mb.minimum-allocation=-1;yarn.scheduler.minimum-allocation-mb=1024;yarn.resource-types.memory-mb.maximum-allocation=-1;yarn.scheduler.maximum-allocation-mb=8192;yarn.resource-types.vcores.minimum-allocation=-1;yarn.scheduler.minimum-allocation-vcores=1;yarn.resource-types.vcores.maximum-allocation=-1;yarn.scheduler.maximum-allocation-vcores=4;]
org.apache.hadoop.yarn.api.TestGetApplicationsRequest#testGetApplicationsRequest,1,[yarn.ipc.record.factory.class=org.apache.hadoop.yarn.factories.impl.pb.RecordFactoryPBImpl;]
org.apache.hadoop.yarn.util.resource.TestResources#testCreateResourceWithSameLongValue,15,[yarn.resourcemanager.configuration.provider-class=org.apache.hadoop.yarn.LocalConfigurationProvider;yarn.resource-types=resource2;yarn.resource-types.resource2.units=;yarn.resource-types.resource2.type=COUNTABLE;yarn.resource-types.resource2.minimum-allocation=0;yarn.resource-types.resource2.maximum-allocation=9223372036854775807;yarn.resource-types.resource2.tags=null;yarn.resource-types.memory-mb.minimum-allocation=-1;yarn.scheduler.minimum-allocation-mb=1024;yarn.resource-types.memory-mb.maximum-allocation=-1;yarn.scheduler.maximum-allocation-mb=8192;yarn.resource-types.vcores.minimum-allocation=-1;yarn.scheduler.minimum-allocation-vcores=1;yarn.resource-types.vcores.maximum-allocation=-1;yarn.scheduler.maximum-allocation-vcores=4;]
org.apache.hadoop.yarn.logaggregation.filecontroller.ifile.TestLogAggregationIndexedFileController#testFetchApplictionLogsHar,40,[yarn.ipc.record.factory.class=org.apache.hadoop.yarn.factories.impl.pb.RecordFactoryPBImpl;fs.creation.parallel.count=64;fs.defaultFS=file:///;fs.file.impl.disable.cache=false;hadoop.security.token.service.use_ip=true;hadoop.security.dns.log-slow-lookups.enabled=false;hadoop.security.dns.log-slow-lookups.threshold.ms=1000;hadoop.security.authentication=simple;hadoop.security.auth_to_local=RULE:[1:$1] RULE:[2:$1];hadoop.security.auth_to_local.mechanism=hadoop;hadoop.kerberos.min.seconds.before.relogin=60;hadoop.kerberos.keytab.login.autorenewal.enabled=false;hadoop.security.group.mapping=org.apache.hadoop.security.JniBasedUnixGroupsMappingWithFallback;hadoop.security.groups.cache.secs=300;hadoop.security.groups.negative-cache.secs=30;hadoop.security.groups.cache.warn.after.ms=5000;hadoop.security.groups.cache.background.reload=false;hadoop.security.groups.cache.background.reload.threads=3;hadoop.user.group.static.mapping.overrides=dr.who=;;hadoop.user.group.metrics.percentiles.intervals=null;hadoop.token.files=null;hadoop.tokens=null;fs.file.impl=null;file.bytes-per-checksum=512;fs.client.resolve.remote.symlinks=true;fs.local.block.size=33554432;hadoop.service.shutdown.timeout=30s;fs.automatic.close=true;fs.permissions.umask-mode=022;file.stream-buffer-size=4096;yarn.nodemanager.log-aggregation.num-log-files-per-app=30;indexedFile.fs.op.num-retries=3;indexedFile.fs.retry-interval-ms=1000;indexedFile.log.roll-over.max-file-size-gb=10;fs.AbstractFileSystem.file.impl=org.apache.hadoop.fs.local.LocalFs;yarn.nodemanager.remote-app-log-dir-include-older=true;fs.AbstractFileSystem.har.impl=org.apache.hadoop.fs.HarFs;fs.har.metadatacache.entries=10;dfs.bytes-per-checksum=512;indexedFile.fs.input.buffer.size=262144;]
org.apache.hadoop.yarn.server.security.TestApplicationACLsManager#testCheckAccess,19,[hadoop.security.group.mapping=org.apache.hadoop.security.JniBasedUnixGroupsMappingWithFallback;hadoop.security.groups.cache.secs=300;hadoop.security.groups.negative-cache.secs=30;hadoop.security.groups.cache.warn.after.ms=5000;hadoop.security.groups.cache.background.reload=false;hadoop.security.groups.cache.background.reload.threads=3;hadoop.user.group.static.mapping.overrides=dr.who=;;hadoop.security.token.service.use_ip=true;hadoop.security.dns.log-slow-lookups.enabled=false;hadoop.security.dns.log-slow-lookups.threshold.ms=1000;hadoop.security.authentication=simple;hadoop.security.auth_to_local=RULE:[1:$1] RULE:[2:$1];hadoop.security.auth_to_local.mechanism=hadoop;hadoop.kerberos.min.seconds.before.relogin=60;hadoop.kerberos.keytab.login.autorenewal.enabled=false;hadoop.user.group.metrics.percentiles.intervals=null;hadoop.token.files=null;hadoop.tokens=null;yarn.ipc.record.factory.class=org.apache.hadoop.yarn.factories.impl.pb.RecordFactoryPBImpl;]
org.apache.hadoop.yarn.webapp.TestWebApp#testCreateWithNonZeroPort,34,[yarn.http.policy=HTTP_ONLY;yarn.admin.acl=*;hadoop.security.group.mapping=org.apache.hadoop.security.JniBasedUnixGroupsMappingWithFallback;hadoop.security.groups.cache.secs=300;hadoop.security.groups.negative-cache.secs=30;hadoop.security.groups.cache.warn.after.ms=5000;hadoop.security.groups.cache.background.reload=false;hadoop.security.groups.cache.background.reload.threads=3;hadoop.user.group.static.mapping.overrides=dr.who=;;hadoop.http.temp.dir=null;hadoop.http.authentication.signature.secret.file=/home/tony/hadoop-http-auth-signature-secret;hadoop.http.authentication.token.validity=36000;hadoop.http.authentication.simple.anonymous.allowed=true;hadoop.http.authentication.type=simple;hadoop.http.authentication.kerberos.keytab=/home/tony/hadoop.keytab;hadoop.http.authentication.kerberos.principal=HTTP/_HOST@LOCALHOST;hadoop.security.token.service.use_ip=true;hadoop.security.dns.log-slow-lookups.enabled=false;hadoop.security.dns.log-slow-lookups.threshold.ms=1000;hadoop.http.max.threads=-1;hadoop.http.logs.enabled=true;hadoop.jetty.logs.serve.aliases=true;hadoop.http.filter.initializers=org.apache.hadoop.http.lib.StaticUserWebFilter;dfs.web.ugi=null;hadoop.http.staticuser.user=dr.who;hadoop.prometheus.endpoint.enabled=false;hadoop.http.max.request.header.size=65536;hadoop.http.max.response.header.size=65536;hadoop.http.idle_timeout.ms=60000;hadoop.http.socket.backlog.size=128;hadoop.http.sni.host.check.enabled=false;hadoop.http.acceptor.count=-1;hadoop.http.selector.count=-1;yarn.webapp.xfs-filter.enabled=true;]
org.apache.hadoop.yarn.api.TestPBImplRecords#testReservationDeleteRequestPBImpl,11,[yarn.ipc.record.factory.class=org.apache.hadoop.yarn.factories.impl.pb.RecordFactoryPBImpl;yarn.resourcemanager.configuration.provider-class=org.apache.hadoop.yarn.LocalConfigurationProvider;yarn.resource-types=null;yarn.resource-types.memory-mb.minimum-allocation=-1;yarn.scheduler.minimum-allocation-mb=1024;yarn.resource-types.memory-mb.maximum-allocation=-1;yarn.scheduler.maximum-allocation-mb=8192;yarn.resource-types.vcores.minimum-allocation=-1;yarn.scheduler.minimum-allocation-vcores=1;yarn.resource-types.vcores.maximum-allocation=-1;yarn.scheduler.maximum-allocation-vcores=4;]
org.apache.hadoop.yarn.api.TestPBImplRecords#testRefreshSuperUserGroupsConfigurationResponsePBImpl,11,[yarn.ipc.record.factory.class=org.apache.hadoop.yarn.factories.impl.pb.RecordFactoryPBImpl;yarn.resourcemanager.configuration.provider-class=org.apache.hadoop.yarn.LocalConfigurationProvider;yarn.resource-types=null;yarn.resource-types.memory-mb.minimum-allocation=-1;yarn.scheduler.minimum-allocation-mb=1024;yarn.resource-types.memory-mb.maximum-allocation=-1;yarn.scheduler.maximum-allocation-mb=8192;yarn.resource-types.vcores.minimum-allocation=-1;yarn.scheduler.minimum-allocation-vcores=1;yarn.resource-types.vcores.maximum-allocation=-1;yarn.scheduler.maximum-allocation-vcores=4;]
org.apache.hadoop.yarn.nodelabels.TestCommonNodeLabelsManager#testReplaceLabelsOnHostsShouldUpdateNodesBelongTo,12,[yarn.node-labels.configuration-type=centralized;yarn.resourcemanager.configuration.provider-class=org.apache.hadoop.yarn.LocalConfigurationProvider;yarn.resource-types=null;yarn.resource-types.memory-mb.minimum-allocation=-1;yarn.scheduler.minimum-allocation-mb=1024;yarn.resource-types.memory-mb.maximum-allocation=-1;yarn.scheduler.maximum-allocation-mb=8192;yarn.resource-types.vcores.minimum-allocation=-1;yarn.scheduler.minimum-allocation-vcores=1;yarn.resource-types.vcores.maximum-allocation=-1;yarn.scheduler.maximum-allocation-vcores=4;yarn.ipc.record.factory.class=org.apache.hadoop.yarn.factories.impl.pb.RecordFactoryPBImpl;]
org.apache.hadoop.yarn.logaggregation.TestAggregatedLogsBlock#testNoLogs,36,[yarn.ipc.record.factory.class=org.apache.hadoop.yarn.factories.impl.pb.RecordFactoryPBImpl;hadoop.security.token.service.use_ip=true;hadoop.security.dns.log-slow-lookups.enabled=false;hadoop.security.dns.log-slow-lookups.threshold.ms=1000;hadoop.security.authentication=simple;hadoop.security.auth_to_local=RULE:[1:$1] RULE:[2:$1];hadoop.security.auth_to_local.mechanism=hadoop;hadoop.kerberos.min.seconds.before.relogin=60;hadoop.kerberos.keytab.login.autorenewal.enabled=false;hadoop.security.group.mapping=org.apache.hadoop.security.JniBasedUnixGroupsMappingWithFallback;hadoop.security.groups.cache.secs=300;hadoop.security.groups.negative-cache.secs=30;hadoop.security.groups.cache.warn.after.ms=5000;hadoop.security.groups.cache.background.reload=false;hadoop.security.groups.cache.background.reload.threads=3;hadoop.user.group.static.mapping.overrides=dr.who=;;hadoop.user.group.metrics.percentiles.intervals=null;hadoop.token.files=null;hadoop.tokens=null;yarn.log-aggregation.file-formats=TFile;yarn.log-aggregation.TFile.remote-app-log-dir=null;yarn.log-aggregation.TFile.remote-app-log-dir-suffix=null;yarn.nodemanager.remote-app-log-dir-suffix=logs;yarn.log-aggregation.file-controller.TFile.class=org.apache.hadoop.yarn.logaggregation.filecontroller.tfile.LogAggregationTFileController;yarn.nodemanager.log-aggregation.num-log-files-per-app=30;fs.defaultFS=file:///;fs.AbstractFileSystem.file.impl=org.apache.hadoop.fs.local.LocalFs;fs.creation.parallel.count=64;fs.client.resolve.remote.symlinks=true;fs.local.block.size=33554432;fs.permissions.umask-mode=022;yarn.nodemanager.log-aggregation.compression-type=none;tfile.fs.output.buffer.size=262144;tfile.io.chunk.size=1048576;yarn.nodemanager.remote-app-log-dir-include-older=true;tfile.fs.input.buffer.size=262144;]
org.apache.hadoop.yarn.logaggregation.filecontroller.TestLogAggregationFileControllerFactory#testClassConfUsed,2,[yarn.ipc.record.factory.class=org.apache.hadoop.yarn.factories.impl.pb.RecordFactoryPBImpl;yarn.nodemanager.log-aggregation.num-log-files-per-app=30;]
org.apache.hadoop.yarn.api.TestPBImplRecords#testNodeLabelAttributesPBImpl,11,[yarn.ipc.record.factory.class=org.apache.hadoop.yarn.factories.impl.pb.RecordFactoryPBImpl;yarn.resourcemanager.configuration.provider-class=org.apache.hadoop.yarn.LocalConfigurationProvider;yarn.resource-types=null;yarn.resource-types.memory-mb.minimum-allocation=-1;yarn.scheduler.minimum-allocation-mb=1024;yarn.resource-types.memory-mb.maximum-allocation=-1;yarn.scheduler.maximum-allocation-mb=8192;yarn.resource-types.vcores.minimum-allocation=-1;yarn.scheduler.minimum-allocation-vcores=1;yarn.resource-types.vcores.maximum-allocation=-1;yarn.scheduler.maximum-allocation-vcores=4;]
org.apache.hadoop.yarn.api.TestPBImplRecords#testRefreshServiceAclsRequestPBImpl,11,[yarn.ipc.record.factory.class=org.apache.hadoop.yarn.factories.impl.pb.RecordFactoryPBImpl;yarn.resourcemanager.configuration.provider-class=org.apache.hadoop.yarn.LocalConfigurationProvider;yarn.resource-types=null;yarn.resource-types.memory-mb.minimum-allocation=-1;yarn.scheduler.minimum-allocation-mb=1024;yarn.resource-types.memory-mb.maximum-allocation=-1;yarn.scheduler.maximum-allocation-mb=8192;yarn.resource-types.vcores.minimum-allocation=-1;yarn.scheduler.minimum-allocation-vcores=1;yarn.resource-types.vcores.maximum-allocation=-1;yarn.scheduler.maximum-allocation-vcores=4;]
org.apache.hadoop.yarn.api.TestPBImplRecords#testRefreshNodesResponsePBImpl,11,[yarn.ipc.record.factory.class=org.apache.hadoop.yarn.factories.impl.pb.RecordFactoryPBImpl;yarn.resourcemanager.configuration.provider-class=org.apache.hadoop.yarn.LocalConfigurationProvider;yarn.resource-types=null;yarn.resource-types.memory-mb.minimum-allocation=-1;yarn.scheduler.minimum-allocation-mb=1024;yarn.resource-types.memory-mb.maximum-allocation=-1;yarn.scheduler.maximum-allocation-mb=8192;yarn.resource-types.vcores.minimum-allocation=-1;yarn.scheduler.minimum-allocation-vcores=1;yarn.resource-types.vcores.maximum-allocation=-1;yarn.scheduler.maximum-allocation-vcores=4;]
org.apache.hadoop.yarn.api.TestPBImplRecords#testNodeToAttributeValuePBImpl,11,[yarn.ipc.record.factory.class=org.apache.hadoop.yarn.factories.impl.pb.RecordFactoryPBImpl;yarn.resourcemanager.configuration.provider-class=org.apache.hadoop.yarn.LocalConfigurationProvider;yarn.resource-types=null;yarn.resource-types.memory-mb.minimum-allocation=-1;yarn.scheduler.minimum-allocation-mb=1024;yarn.resource-types.memory-mb.maximum-allocation=-1;yarn.scheduler.maximum-allocation-mb=8192;yarn.resource-types.vcores.minimum-allocation=-1;yarn.scheduler.minimum-allocation-vcores=1;yarn.resource-types.vcores.maximum-allocation=-1;yarn.scheduler.maximum-allocation-vcores=4;]
org.apache.hadoop.yarn.util.TestConverterUtils#testConvertUrlWithUserinfo,1,[yarn.ipc.record.factory.class=org.apache.hadoop.yarn.factories.impl.pb.RecordFactoryPBImpl;]
org.apache.hadoop.yarn.api.records.impl.pb.TestApplicationClientProtocolRecords#testCLCPBImplNullResourceType,1,[yarn.ipc.record.factory.class=org.apache.hadoop.yarn.factories.impl.pb.RecordFactoryPBImpl;]
org.apache.hadoop.yarn.util.TestFSDownload#testDownloadArchiveZip,31,[hadoop.security.token.service.use_ip=true;hadoop.security.dns.log-slow-lookups.enabled=false;hadoop.security.dns.log-slow-lookups.threshold.ms=1000;hadoop.security.authentication=simple;hadoop.security.auth_to_local=RULE:[1:$1] RULE:[2:$1];hadoop.security.auth_to_local.mechanism=hadoop;hadoop.kerberos.min.seconds.before.relogin=60;hadoop.kerberos.keytab.login.autorenewal.enabled=false;hadoop.security.group.mapping=org.apache.hadoop.security.JniBasedUnixGroupsMappingWithFallback;hadoop.security.groups.cache.secs=300;hadoop.security.groups.negative-cache.secs=30;hadoop.security.groups.cache.warn.after.ms=5000;hadoop.security.groups.cache.background.reload=false;hadoop.security.groups.cache.background.reload.threads=3;hadoop.user.group.static.mapping.overrides=dr.who=;;hadoop.user.group.metrics.percentiles.intervals=null;hadoop.token.files=null;hadoop.tokens=null;fs.AbstractFileSystem.file.impl=org.apache.hadoop.fs.local.LocalFs;fs.creation.parallel.count=64;fs.client.resolve.remote.symlinks=true;fs.local.block.size=33554432;yarn.ipc.record.factory.class=org.apache.hadoop.yarn.factories.impl.pb.RecordFactoryPBImpl;fs.defaultFS=file:///;fs.file.impl.disable.cache=false;fs.file.impl=null;file.bytes-per-checksum=512;hadoop.service.shutdown.timeout=30s;fs.automatic.close=true;io.file.buffer.size=4096;file.stream-buffer-size=4096;]
org.apache.hadoop.yarn.api.TestResourcePBImpl#testResourcePBInitFromOldPB,35,[yarn.resourcemanager.configuration.provider-class=org.apache.hadoop.yarn.LocalConfigurationProvider;yarn.resource-types=resource1,resource2,resource3,yarn.io/gpu,yarn.io/test-volume;yarn.resource-types.resource1.units=G;yarn.resource-types.resource1.type=COUNTABLE;yarn.resource-types.resource1.minimum-allocation=0;yarn.resource-types.resource1.maximum-allocation=9223372036854775807;yarn.resource-types.resource1.tags=null;yarn.resource-types.resource2.units=m;yarn.resource-types.resource2.type=COUNTABLE;yarn.resource-types.resource2.minimum-allocation=0;yarn.resource-types.resource2.maximum-allocation=9223372036854775807;yarn.resource-types.resource2.tags=null;yarn.resource-types.resource3.units=G;yarn.resource-types.resource3.type=COUNTABLE;yarn.resource-types.resource3.minimum-allocation=0;yarn.resource-types.resource3.maximum-allocation=9223372036854775807;yarn.resource-types.resource3.tags=resource3_tag_1,resource3_tag_2;yarn.resource-types.yarn.io/gpu.units=;yarn.resource-types.yarn.io/gpu.type=COUNTABLE;yarn.resource-types.yarn.io/gpu.minimum-allocation=0;yarn.resource-types.yarn.io/gpu.maximum-allocation=9223372036854775807;yarn.resource-types.yarn.io/gpu.tags=null;yarn.resource-types.yarn.io/test-volume.units=G;yarn.resource-types.yarn.io/test-volume.type=COUNTABLE;yarn.resource-types.yarn.io/test-volume.minimum-allocation=0;yarn.resource-types.yarn.io/test-volume.maximum-allocation=9223372036854775807;yarn.resource-types.yarn.io/test-volume.tags=null;yarn.resource-types.memory-mb.minimum-allocation=-1;yarn.scheduler.minimum-allocation-mb=1024;yarn.resource-types.memory-mb.maximum-allocation=-1;yarn.scheduler.maximum-allocation-mb=8192;yarn.resource-types.vcores.minimum-allocation=-1;yarn.scheduler.minimum-allocation-vcores=1;yarn.resource-types.vcores.maximum-allocation=-1;yarn.scheduler.maximum-allocation-vcores=4;]
org.apache.hadoop.yarn.api.TestResourcePBImpl#testGetVirtualCores,35,[yarn.resourcemanager.configuration.provider-class=org.apache.hadoop.yarn.LocalConfigurationProvider;yarn.resource-types=resource1,resource2,resource3,yarn.io/gpu,yarn.io/test-volume;yarn.resource-types.resource1.units=G;yarn.resource-types.resource1.type=COUNTABLE;yarn.resource-types.resource1.minimum-allocation=0;yarn.resource-types.resource1.maximum-allocation=9223372036854775807;yarn.resource-types.resource1.tags=null;yarn.resource-types.resource2.units=m;yarn.resource-types.resource2.type=COUNTABLE;yarn.resource-types.resource2.minimum-allocation=0;yarn.resource-types.resource2.maximum-allocation=9223372036854775807;yarn.resource-types.resource2.tags=null;yarn.resource-types.resource3.units=G;yarn.resource-types.resource3.type=COUNTABLE;yarn.resource-types.resource3.minimum-allocation=0;yarn.resource-types.resource3.maximum-allocation=9223372036854775807;yarn.resource-types.resource3.tags=resource3_tag_1,resource3_tag_2;yarn.resource-types.yarn.io/gpu.units=;yarn.resource-types.yarn.io/gpu.type=COUNTABLE;yarn.resource-types.yarn.io/gpu.minimum-allocation=0;yarn.resource-types.yarn.io/gpu.maximum-allocation=9223372036854775807;yarn.resource-types.yarn.io/gpu.tags=null;yarn.resource-types.yarn.io/test-volume.units=G;yarn.resource-types.yarn.io/test-volume.type=COUNTABLE;yarn.resource-types.yarn.io/test-volume.minimum-allocation=0;yarn.resource-types.yarn.io/test-volume.maximum-allocation=9223372036854775807;yarn.resource-types.yarn.io/test-volume.tags=null;yarn.resource-types.memory-mb.minimum-allocation=-1;yarn.scheduler.minimum-allocation-mb=1024;yarn.resource-types.memory-mb.maximum-allocation=-1;yarn.scheduler.maximum-allocation-mb=8192;yarn.resource-types.vcores.minimum-allocation=-1;yarn.scheduler.minimum-allocation-vcores=1;yarn.resource-types.vcores.maximum-allocation=-1;yarn.scheduler.maximum-allocation-vcores=4;]
org.apache.hadoop.yarn.api.TestPBImplRecords#testRefreshNodesResourcesRequestPBImpl,11,[yarn.ipc.record.factory.class=org.apache.hadoop.yarn.factories.impl.pb.RecordFactoryPBImpl;yarn.resourcemanager.configuration.provider-class=org.apache.hadoop.yarn.LocalConfigurationProvider;yarn.resource-types=null;yarn.resource-types.memory-mb.minimum-allocation=-1;yarn.scheduler.minimum-allocation-mb=1024;yarn.resource-types.memory-mb.maximum-allocation=-1;yarn.scheduler.maximum-allocation-mb=8192;yarn.resource-types.vcores.minimum-allocation=-1;yarn.scheduler.minimum-allocation-vcores=1;yarn.resource-types.vcores.maximum-allocation=-1;yarn.scheduler.maximum-allocation-vcores=4;]
org.apache.hadoop.yarn.api.TestPBImplRecords#testGetClusterMetricsResponsePBImpl,11,[yarn.ipc.record.factory.class=org.apache.hadoop.yarn.factories.impl.pb.RecordFactoryPBImpl;yarn.resourcemanager.configuration.provider-class=org.apache.hadoop.yarn.LocalConfigurationProvider;yarn.resource-types=null;yarn.resource-types.memory-mb.minimum-allocation=-1;yarn.scheduler.minimum-allocation-mb=1024;yarn.resource-types.memory-mb.maximum-allocation=-1;yarn.scheduler.maximum-allocation-mb=8192;yarn.resource-types.vcores.minimum-allocation=-1;yarn.scheduler.minimum-allocation-vcores=1;yarn.resource-types.vcores.maximum-allocation=-1;yarn.scheduler.maximum-allocation-vcores=4;]
org.apache.hadoop.yarn.api.TestPBImplRecords#testCheckForDecommissioningNodesResponsePBImpl,11,[yarn.ipc.record.factory.class=org.apache.hadoop.yarn.factories.impl.pb.RecordFactoryPBImpl;yarn.resourcemanager.configuration.provider-class=org.apache.hadoop.yarn.LocalConfigurationProvider;yarn.resource-types=null;yarn.resource-types.memory-mb.minimum-allocation=-1;yarn.scheduler.minimum-allocation-mb=1024;yarn.resource-types.memory-mb.maximum-allocation=-1;yarn.scheduler.maximum-allocation-mb=8192;yarn.resource-types.vcores.minimum-allocation=-1;yarn.scheduler.minimum-allocation-vcores=1;yarn.resource-types.vcores.maximum-allocation=-1;yarn.scheduler.maximum-allocation-vcores=4;]
org.apache.hadoop.yarn.webapp.TestWebApp#testPortRanges,34,[yarn.http.policy=HTTP_ONLY;yarn.admin.acl=*;hadoop.security.group.mapping=org.apache.hadoop.security.JniBasedUnixGroupsMappingWithFallback;hadoop.security.groups.cache.secs=300;hadoop.security.groups.negative-cache.secs=30;hadoop.security.groups.cache.warn.after.ms=5000;hadoop.security.groups.cache.background.reload=false;hadoop.security.groups.cache.background.reload.threads=3;hadoop.user.group.static.mapping.overrides=dr.who=;;hadoop.http.temp.dir=null;hadoop.http.authentication.signature.secret.file=/home/tony/hadoop-http-auth-signature-secret;hadoop.http.authentication.token.validity=36000;hadoop.http.authentication.simple.anonymous.allowed=true;hadoop.http.authentication.type=simple;hadoop.http.authentication.kerberos.keytab=/home/tony/hadoop.keytab;hadoop.http.authentication.kerberos.principal=HTTP/_HOST@LOCALHOST;hadoop.security.token.service.use_ip=true;hadoop.security.dns.log-slow-lookups.enabled=false;hadoop.security.dns.log-slow-lookups.threshold.ms=1000;hadoop.http.max.threads=-1;hadoop.http.logs.enabled=true;hadoop.jetty.logs.serve.aliases=true;hadoop.http.filter.initializers=org.apache.hadoop.http.lib.StaticUserWebFilter;dfs.web.ugi=null;hadoop.http.staticuser.user=dr.who;hadoop.prometheus.endpoint.enabled=false;hadoop.http.max.request.header.size=65536;hadoop.http.max.response.header.size=65536;hadoop.http.idle_timeout.ms=60000;hadoop.http.socket.backlog.size=128;hadoop.http.sni.host.check.enabled=false;hadoop.http.acceptor.count=-1;hadoop.http.selector.count=-1;yarn.webapp.xfs-filter.enabled=true;]
org.apache.hadoop.yarn.api.TestPBImplRecords#testGetLabelsToNodesResponsePBImpl,11,[yarn.ipc.record.factory.class=org.apache.hadoop.yarn.factories.impl.pb.RecordFactoryPBImpl;yarn.resourcemanager.configuration.provider-class=org.apache.hadoop.yarn.LocalConfigurationProvider;yarn.resource-types=null;yarn.resource-types.memory-mb.minimum-allocation=-1;yarn.scheduler.minimum-allocation-mb=1024;yarn.resource-types.memory-mb.maximum-allocation=-1;yarn.scheduler.maximum-allocation-mb=8192;yarn.resource-types.vcores.minimum-allocation=-1;yarn.scheduler.minimum-allocation-vcores=1;yarn.resource-types.vcores.maximum-allocation=-1;yarn.scheduler.maximum-allocation-vcores=4;]
org.apache.hadoop.yarn.webapp.TestWebApp#testCreateWithPort,34,[yarn.http.policy=HTTP_ONLY;yarn.admin.acl=*;hadoop.security.group.mapping=org.apache.hadoop.security.JniBasedUnixGroupsMappingWithFallback;hadoop.security.groups.cache.secs=300;hadoop.security.groups.negative-cache.secs=30;hadoop.security.groups.cache.warn.after.ms=5000;hadoop.security.groups.cache.background.reload=false;hadoop.security.groups.cache.background.reload.threads=3;hadoop.user.group.static.mapping.overrides=dr.who=;;hadoop.http.temp.dir=null;hadoop.http.authentication.signature.secret.file=/home/tony/hadoop-http-auth-signature-secret;hadoop.http.authentication.token.validity=36000;hadoop.http.authentication.simple.anonymous.allowed=true;hadoop.http.authentication.type=simple;hadoop.http.authentication.kerberos.keytab=/home/tony/hadoop.keytab;hadoop.http.authentication.kerberos.principal=HTTP/_HOST@LOCALHOST;hadoop.security.token.service.use_ip=true;hadoop.security.dns.log-slow-lookups.enabled=false;hadoop.security.dns.log-slow-lookups.threshold.ms=1000;hadoop.http.max.threads=-1;hadoop.http.logs.enabled=true;hadoop.jetty.logs.serve.aliases=true;hadoop.http.filter.initializers=org.apache.hadoop.http.lib.StaticUserWebFilter;dfs.web.ugi=null;hadoop.http.staticuser.user=dr.who;hadoop.prometheus.endpoint.enabled=false;hadoop.http.max.request.header.size=65536;hadoop.http.max.response.header.size=65536;hadoop.http.idle_timeout.ms=60000;hadoop.http.socket.backlog.size=128;hadoop.http.sni.host.check.enabled=false;hadoop.http.acceptor.count=-1;hadoop.http.selector.count=-1;yarn.webapp.xfs-filter.enabled=true;]
org.apache.hadoop.yarn.api.TestResourcePBImpl#testGetMemory,35,[yarn.resourcemanager.configuration.provider-class=org.apache.hadoop.yarn.LocalConfigurationProvider;yarn.resource-types=resource1,resource2,resource3,yarn.io/gpu,yarn.io/test-volume;yarn.resource-types.resource1.units=G;yarn.resource-types.resource1.type=COUNTABLE;yarn.resource-types.resource1.minimum-allocation=0;yarn.resource-types.resource1.maximum-allocation=9223372036854775807;yarn.resource-types.resource1.tags=null;yarn.resource-types.resource2.units=m;yarn.resource-types.resource2.type=COUNTABLE;yarn.resource-types.resource2.minimum-allocation=0;yarn.resource-types.resource2.maximum-allocation=9223372036854775807;yarn.resource-types.resource2.tags=null;yarn.resource-types.resource3.units=G;yarn.resource-types.resource3.type=COUNTABLE;yarn.resource-types.resource3.minimum-allocation=0;yarn.resource-types.resource3.maximum-allocation=9223372036854775807;yarn.resource-types.resource3.tags=resource3_tag_1,resource3_tag_2;yarn.resource-types.yarn.io/gpu.units=;yarn.resource-types.yarn.io/gpu.type=COUNTABLE;yarn.resource-types.yarn.io/gpu.minimum-allocation=0;yarn.resource-types.yarn.io/gpu.maximum-allocation=9223372036854775807;yarn.resource-types.yarn.io/gpu.tags=null;yarn.resource-types.yarn.io/test-volume.units=G;yarn.resource-types.yarn.io/test-volume.type=COUNTABLE;yarn.resource-types.yarn.io/test-volume.minimum-allocation=0;yarn.resource-types.yarn.io/test-volume.maximum-allocation=9223372036854775807;yarn.resource-types.yarn.io/test-volume.tags=null;yarn.resource-types.memory-mb.minimum-allocation=-1;yarn.scheduler.minimum-allocation-mb=1024;yarn.resource-types.memory-mb.maximum-allocation=-1;yarn.scheduler.maximum-allocation-mb=8192;yarn.resource-types.vcores.minimum-allocation=-1;yarn.scheduler.minimum-allocation-vcores=1;yarn.resource-types.vcores.maximum-allocation=-1;yarn.scheduler.maximum-allocation-vcores=4;]
